AÑO;MES;Fecha;Tipo día;GRAN BS.AS.;BUENOS AIRES;CENTRO;LITORAL;CUYO;NOROESTE;NORESTE;COMAHUE;PATAGONICA;DEMANDA TOTAL;TEMPERATURA REFERENCIA MEDIA GBA °C
2017;ene-17;01/01/2017;Domingo o Feriado;6352.7;1472.3;1134.4;1766.6;903.1;1602.1;1400.3;561.2;500.9;15693.7;31.3
2017;ene-17;02/01/2017;Lunes habiles;6617.9;1779.4;1363.5;1963.9;1091.8;1627.6;1585.6;638.8;540.6;17209.2;25.4
2017;ene-17;03/01/2017;Martes Habiles;6678.0;1889.0;1600.7;2036.3;1178.7;1806.5;1653.0;624.6;536.5;18003.4;25.5
2017;ene-17;04/01/2017;Miercoles habiles;6427.0;1840.6;1356.4;1756.6;1078.9;1759.9;1604.8;598.4;528.9;16951.5;27.0
2017;ene-17;05/01/2017;Jueves Habiles;5874.0;1770.9;1366.0;1848.4;1037.8;1403.5;1228.3;585.2;524.7;15638.8;21.9
2017;ene-17;06/01/2017;Viernes habiles;5781.1;1801.1;1367.4;1929.8;1135.5;1354.6;1218.7;615.5;550.9;15754.5;24.3
2017;ene-17;07/01/2017;Sabado o Semilaborable;6231.7;1862.7;1388.8;2042.9;1161.9;1425.7;1306.4;626.4;533.9;16580.5;29.1
2017;ene-17;08/01/2017;Domingo o Feriado;5188.8;1541.3;1177.8;1759.3;997.1;1504.2;1325.7;576.5;508.5;14579.2;25.9
2017;ene-17;09/01/2017;Lunes habiles;6257.5;1754.2;1355.7;1833.2;1192.8;1685.2;1569.1;595.5;531.7;16774.9;25.6
2017;ene-17;10/01/2017;Martes Habiles;5492.8;1709.1;1313.7;1745.4;1140.4;1289.8;1334.3;581.0;531.2;15137.7;22.4
2017;ene-17;11/01/2017;Miercoles habiles;6023.5;1787.6;1384.0;1929.8;1200.1;1394.0;1370.9;607.6;524.7;16222.1;25.6
2017;ene-17;12/01/2017;Jueves Habiles;6868.5;1931.5;1600.5;2210.3;1318.2;1591.1;1520.6;655.6;539.4;18235.7;27.2
2017;ene-17;13/01/2017;Viernes habiles;6779.0;1936.1;1586.0;2420.0;1246.4;1706.0;1621.9;653.8;533.1;18482.3;26.5
2017;ene-17;14/01/2017;Sabado o Semilaborable;5199.6;1743.8;1291.1;1932.7;1157.3;1464.7;1503.0;613.4;521.6;15427.3;23.0
2017;ene-17;15/01/2017;Domingo o Feriado;4729.1;1522.5;1025.1;1621.0;1016.5;1274.1;1337.4;585.0;494.5;13605.1;22.1
2017;ene-17;16/01/2017;Lunes habiles;5752.7;1800.8;1297.0;1749.3;1180.2;1466.1;1273.9;676.5;551.0;15747.4;24.1
2017;ene-17;17/01/2017;Martes Habiles;6502.1;1952.9;1477.4;2099.8;1239.8;1647.5;1351.1;683.4;545.7;17499.6;28.2
2017;ene-17;18/01/2017;Miercoles habiles;6486.6;1919.6;1616.4;2375.3;1243.6;1704.2;1466.4;676.8;541.5;18030.4;25.5
2017;ene-17;19/01/2017;Jueves Habiles;7047.7;2007.9;1719.6;2589.9;1314.1;1760.8;1513.1;714.6;538.2;19205.9;28.0
2017;ene-17;20/01/2017;Viernes habiles;7120.5;2083.8;1770.9;2572.3;1333.0;1784.5;1524.4;744.8;551.2;19485.4;28.4
2017;ene-17;21/01/2017;Sabado o Semilaborable;6652.4;2018.1;1591.8;2332.0;1270.0;1719.8;1525.0;725.3;538.8;18373.2;29.1
2017;ene-17;22/01/2017;Domingo o Feriado;6226.3;1751.6;1447.8;2098.0;1068.0;1542.5;1433.5;652.6;519.2;16739.4;27.8
2017;ene-17;23/01/2017;Lunes habiles;7235.3;1933.5;1605.9;2503.3;1061.7;1426.0;1484.8;707.9;557.4;18515.8;28.1
2017;ene-17;24/01/2017;Martes Habiles;7215.0;1896.7;1586.1;2575.9;1128.1;1534.9;1397.0;685.1;538.5;18557.3;26.6
2017;ene-17;25/01/2017;Miercoles habiles;5556.7;1707.7;1499.5;2245.0;1141.7;1573.0;1375.2;659.2;528.8;16286.7;21.4
2017;ene-17;26/01/2017;Jueves Habiles;5073.6;1682.1;1416.0;1924.5;1129.6;1479.2;1180.2;687.5;571.5;15144.2;18.6
2017;ene-17;27/01/2017;Viernes habiles;5261.2;1726.5;1427.5;1932.2;1198.1;1495.1;1063.2;733.6;597.4;15434.9;19.8
2017;ene-17;28/01/2017;Sabado o Semilaborable;5141.6;1727.7;1341.3;1800.3;1203.0;1497.7;1103.0;713.9;538.6;15067.1;24.4
2017;ene-17;29/01/2017;Domingo o Feriado;5403.0;1697.0;1261.3;1737.8;1146.9;1433.3;1192.1;684.5;532.4;15088.3;27.7
2017;ene-17;30/01/2017;Lunes habiles;7495.8;2014.3;1623.7;2458.6;1259.2;1650.3;1433.4;731.0;557.9;19224.2;29.7
2017;ene-17;31/01/2017;Martes Habiles;7190.9;2017.5;1729.0;2642.4;1252.5;1736.8;1345.9;709.6;549.2;19173.8;26.5
2017;feb-17;01/02/2017;Miercoles habiles;6489.7;1765.8;1459.9;2267.2;1173.6;1597.3;1308.8;660.5;545.0;17267.8;24.7
2017;feb-17;02/02/2017;Jueves Habiles;6189.6;1782.4;1481.5;2230.8;1140.3;1575.4;1322.8;685.2;566.3;16974.3;24.1
2017;feb-17;03/02/2017;Viernes habiles;6315.3;1821.8;1482.9;2342.9;1077.6;1605.7;1481.5;677.3;545.1;17350.2;24.7
2017;feb-17;04/02/2017;Sabado o Semilaborable;5802.9;1683.9;1161.8;1845.1;888.9;1348.3;1362.5;595.9;516.2;15205.4;25.4
2017;feb-17;05/02/2017;Domingo o Feriado;4179.3;1353.0;1000.8;1326.3;760.9;1167.9;971.7;540.1;500.7;11800.7;19.4
2017;feb-17;06/02/2017;Lunes habiles;4664.7;1550.8;1230.7;1690.8;903.4;1237.5;1045.4;603.8;542.8;13469.8;19.3
2017;feb-17;07/02/2017;Martes Habiles;5042.4;1628.6;1306.3;1852.8;1006.6;1289.7;1113.9;647.5;537.6;14425.3;20.0
2017;feb-17;08/02/2017;Miercoles habiles;5416.1;1689.0;1397.2;2011.2;1081.0;1405.8;1277.5;654.1;519.8;15451.8;23.5
2017;feb-17;09/02/2017;Jueves Habiles;5771.4;1715.5;1390.5;2152.4;1003.7;1542.8;1329.6;644.3;536.4;16086.6;25.1
2017;feb-17;10/02/2017;Viernes habiles;6049.2;1801.1;1298.0;2137.6;893.7;1385.2;1086.8;668.6;541.7;15861.9;25.6
2017;feb-17;11/02/2017;Sabado o Semilaborable;5148.5;1666.6;1129.0;1788.5;865.9;1177.5;1088.5;671.1;530.3;14065.9;24.0
2017;feb-17;12/02/2017;Domingo o Feriado;4518.3;1498.4;1020.2;1480.7;865.4;1174.3;1112.7;624.5;525.6;12820.1;22.1
2017;feb-17;13/02/2017;Lunes habiles;5210.5;1698.7;1288.5;1750.8;982.3;1371.8;1204.0;676.5;560.9;14744.1;22.4
2017;feb-17;14/02/2017;Martes Habiles;5511.6;1773.1;1382.8;1880.5;1052.8;1443.6;1279.4;707.7;550.2;15581.6;23.0
2017;feb-17;15/02/2017;Miercoles habiles;6113.1;1853.4;1496.5;2073.1;1080.3;1558.8;1419.0;732.2;569.1;16895.5;26.3
2017;feb-17;16/02/2017;Jueves Habiles;6624.8;1920.0;1480.7;2166.8;1058.4;1659.0;1554.5;728.5;551.3;17744.0;27.0
2017;feb-17;17/02/2017;Viernes habiles;6901.4;1874.8;1457.7;2198.0;1088.1;1758.1;1536.8;644.3;553.2;18012.4;26.9
2017;feb-17;18/02/2017;Sabado o Semilaborable;5833.5;1654.0;1169.4;1621.9;1027.9;1566.5;1446.1;613.1;536.0;15468.4;25.3
2017;feb-17;19/02/2017;Domingo o Feriado;5727.6;1589.1;1109.5;1482.6;988.1;1216.0;1273.9;620.8;553.1;14560.7;25.9
2017;feb-17;20/02/2017;Lunes habiles;7484.9;1985.3;1523.1;2221.1;1190.4;1463.2;1476.1;743.0;546.6;18633.7;27.9
2017;feb-17;21/02/2017;Martes Habiles;7701.2;2156.8;1731.2;2505.0;1279.2;1669.4;1491.1;769.3;552.5;19855.8;29.0
2017;feb-17;22/02/2017;Miercoles habiles;7154.2;2089.5;1766.6;2460.4;1335.8;1681.1;1371.5;746.3;550.3;19155.6;27.2
2017;feb-17;23/02/2017;Jueves Habiles;7926.4;2133.4;1848.6;2679.0;1351.6;1740.1;1423.8;771.1;546.7;20420.8;28.6
2017;feb-17;24/02/2017;Viernes habiles;7862.8;2131.2;1835.3;2726.9;1343.0;1777.5;1536.7;784.9;546.8;20545.1;27.7
2017;feb-17;25/02/2017;Sabado o Semilaborable;7061.7;2080.0;1520.1;2505.6;929.1;1595.7;1506.0;730.1;542.1;18470.5;28.7
2017;feb-17;26/02/2017;Domingo o Feriado;6728.9;1811.3;1321.2;2209.3;925.8;1277.5;1454.6;667.9;589.5;16986.1;29.4
2017;feb-17;27/02/2017;Domingo o Feriado;6512.3;1674.9;1370.0;2151.0;982.5;1366.0;1473.6;628.9;601.9;16761.1;28.8
2017;feb-17;28/02/2017;Domingo o Feriado;6577.6;1726.8;1456.0;2106.6;1036.1;1390.6;1343.9;639.7;562.2;16839.5;28.4
2017;mar-17;01/03/2017;Miercoles habiles;7838.3;1912.3;1687.4;2559.3;1132.8;1644.5;1408.3;649.0;462.8;19294.8;29.9
2017;mar-17;02/03/2017;Jueves Habiles;8045.8;1920.0;1704.0;2736.6;1099.9;1754.1;1572.4;611.6;399.2;19843.6;29.7
2017;mar-17;03/03/2017;Viernes habiles;6025.8;1755.6;1305.2;2172.2;985.2;1408.6;1547.7;601.7;529.6;16331.5;25.4
2017;mar-17;04/03/2017;Sabado o Semilaborable;4818.5;1653.7;1134.0;1674.8;916.6;1210.5;1207.6;588.0;533.4;13737.1;22.4
2017;mar-17;05/03/2017;Domingo o Feriado;4427.2;1437.6;1050.1;1483.6;873.7;1147.1;1197.1;539.3;527.5;12683.2;20.5
2017;mar-17;06/03/2017;Lunes habiles;5843.1;1721.4;1361.4;2003.3;1009.5;1359.9;1371.6;600.2;553.6;15824.0;25.1
2017;mar-17;07/03/2017;Martes Habiles;5744.9;1758.8;1408.5;2130.0;1020.1;1427.5;1509.1;603.2;554.8;16157.0;21.5
2017;mar-17;08/03/2017;Miercoles habiles;6055.8;1769.2;1539.2;2213.8;1105.8;1539.6;1616.2;619.8;558.5;17017.9;25.2
2017;mar-17;09/03/2017;Jueves Habiles;5759.6;1703.2;1445.4;2125.8;1014.0;1600.9;1694.7;595.1;553.9;16492.7;24.8
2017;mar-17;10/03/2017;Viernes habiles;5264.5;1702.0;1304.5;1890.6;960.3;1306.2;1313.6;599.3;545.9;14886.9;20.6
2017;mar-17;11/03/2017;Sabado o Semilaborable;4630.0;1594.4;1147.3;1595.8;904.0;1186.8;1163.6;573.2;535.0;13330.2;19.4
2017;mar-17;12/03/2017;Domingo o Feriado;4143.4;1385.0;1007.2;1320.8;802.5;1095.8;1067.8;537.3;539.5;11899.2;19.4
2017;mar-17;13/03/2017;Lunes habiles;5089.6;1622.4;1288.7;1676.2;941.5;1218.7;958.3;593.9;554.1;13943.5;20.3
2017;mar-17;14/03/2017;Martes Habiles;5498.6;1754.1;1351.1;1893.3;990.5;1274.6;1012.2;614.4;568.3;14957.3;21.5
2017;mar-17;15/03/2017;Miercoles habiles;5435.8;1758.1;1366.9;1793.5;941.9;1358.2;1213.3;611.4;548.2;15027.4;19.6
2017;mar-17;16/03/2017;Jueves Habiles;5121.5;1679.8;1282.0;1724.6;920.3;1240.8;987.5;602.1;547.1;14105.8;17.5
2017;mar-17;17/03/2017;Viernes habiles;5092.9;1702.8;1266.7;1716.7;924.1;1165.4;901.6;606.2;569.5;13945.7;17.2
2017;mar-17;18/03/2017;Sabado o Semilaborable;4549.4;1612.6;1110.6;1511.9;887.5;1124.1;854.0;591.3;556.1;12797.5;17.7
2017;mar-17;19/03/2017;Domingo o Feriado;4227.3;1395.8;1005.6;1319.5;811.5;1036.6;863.2;568.6;548.0;11776.2;19.7
2017;mar-17;20/03/2017;Lunes habiles;5187.3;1675.9;1233.2;1728.3;886.8;1171.8;1075.2;621.2;551.6;14131.3;20.7
2017;mar-17;21/03/2017;Martes Habiles;5420.9;1795.0;1287.3;1850.3;904.1;1193.4;1193.1;633.2;548.3;14825.6;22.4
2017;mar-17;22/03/2017;Miercoles habiles;5565.3;1791.4;1339.0;1917.7;934.4;1208.3;1159.8;645.1;553.0;15113.8;22.8
2017;mar-17;23/03/2017;Jueves Habiles;5674.8;1773.3;1357.3;1936.8;966.2;1244.6;1179.1;657.6;578.6;15368.1;22.5
2017;mar-17;24/03/2017;Domingo o Feriado;5021.6;1585.4;1202.2;1678.4;923.1;1198.1;1164.4;625.2;543.9;13942.3;23.2
2017;mar-17;25/03/2017;Sabado o Semilaborable;5148.3;1633.4;1162.3;1719.1;911.5;1233.6;1213.7;609.8;545.7;14177.4;24.1
2017;mar-17;26/03/2017;Domingo o Feriado;4720.7;1514.9;1040.4;1591.5;841.1;1150.7;1059.8;568.0;546.1;13033.2;23.4
2017;mar-17;27/03/2017;Lunes habiles;5893.2;1792.1;1373.5;2135.3;955.1;1271.2;1214.4;612.3;566.0;15813.0;24.8
2017;mar-17;28/03/2017;Martes Habiles;5904.2;1860.9;1432.0;2223.6;946.4;1306.3;1278.3;607.4;567.1;16126.1;24.5
2017;mar-17;29/03/2017;Miercoles habiles;5778.5;1844.0;1408.4;2120.8;851.6;1350.8;1311.5;608.7;559.4;15833.8;23.4
2017;mar-17;30/03/2017;Jueves Habiles;5719.3;1781.4;1345.8;2059.6;842.5;1363.5;1324.5;589.9;544.3;15570.7;23.1
2017;mar-17;31/03/2017;Viernes habiles;5788.4;1798.4;1304.4;2046.1;848.6;1272.1;1266.5;599.9;514.9;15439.2;23.8
2017;abr-17;01/04/2017;Sabado o Semilaborable;5060.3;1716.6;1137.9;1778.8;810.7;1180.8;1163.5;564.1;558.3;13971.1;23.9
2017;abr-17;02/04/2017;Domingo o Feriado;4437.3;1434.3;985.0;1452.8;740.6;1086.8;1042.0;525.8;559.1;12263.7;21.5
2017;abr-17;03/04/2017;Lunes habiles;5213.6;1680.7;1197.1;1759.3;825.0;1135.2;1113.2;569.1;580.4;14073.6;20.4
2017;abr-17;04/04/2017;Martes Habiles;5455.6;1773.4;1260.8;1914.5;849.5;1179.8;1092.0;581.0;590.9;14697.5;21.2
2017;abr-17;05/04/2017;Miercoles habiles;5431.5;1763.4;1242.2;1920.6;826.6;1203.6;1057.0;586.6;590.1;14621.6;23.2
2017;abr-17;06/04/2017;Jueves Habiles;4801.5;1462.6;1185.5;1563.9;841.5;1171.5;1068.2;585.4;581.1;13261.2;18.9
2017;abr-17;07/04/2017;Viernes habiles;5290.2;1685.5;1242.1;1761.7;848.4;1224.9;1093.8;590.5;588.0;14325.2;22.3
2017;abr-17;08/04/2017;Sabado o Semilaborable;4910.7;1662.3;1078.8;1582.9;794.3;1156.0;1089.7;564.5;562.3;13401.5;22.9
2017;abr-17;09/04/2017;Domingo o Feriado;4591.8;1459.9;978.8;1365.4;734.1;1004.0;878.2;529.2;548.1;12089.5;22.6
2017;abr-17;10/04/2017;Lunes habiles;5358.5;1656.9;1200.7;1674.1;822.9;1101.9;919.6;584.9;537.0;13856.5;17.9
2017;abr-17;11/04/2017;Martes Habiles;5279.7;1713.3;1243.0;1773.8;842.7;1141.5;900.3;587.4;504.9;13986.5;18.3
2017;abr-17;12/04/2017;Miercoles habiles;5246.1;1758.1;1249.0;1762.6;861.6;1158.8;893.9;598.7;535.5;14064.4;14.8
2017;abr-17;13/04/2017;Sabado o Semilaborable;5079.7;1756.7;1228.8;1718.8;836.4;1145.1;864.3;581.4;566.4;13777.6;15.5
2017;abr-17;14/04/2017;Domingo o Feriado;4382.1;1514.8;1030.0;1402.3;742.2;1006.0;794.9;553.6;572.2;11998.0;17.4
2017;abr-17;15/04/2017;Sabado o Semilaborable;4418.1;1571.0;1044.6;1470.4;768.4;1027.0;900.5;560.6;567.2;12327.9;19.3
2017;abr-17;16/04/2017;Domingo o Feriado;4166.1;1427.2;971.0;1336.0;729.2;994.2;840.5;546.7;565.2;11576.3;18.0
2017;abr-17;17/04/2017;Lunes habiles;5152.0;1694.0;1217.5;1737.8;822.5;1108.1;910.8;595.3;589.2;13827.4;17.4
2017;abr-17;18/04/2017;Martes Habiles;5343.1;1753.2;1276.2;1805.6;824.4;1156.7;945.6;599.3;598.2;14302.3;16.8
2017;abr-17;19/04/2017;Miercoles habiles;5411.6;1761.5;1273.0;1824.3;820.1;1147.1;922.8;603.0;592.1;14355.5;18.1
2017;abr-17;20/04/2017;Jueves Habiles;5348.0;1790.2;1265.1;1830.2;819.7;1128.8;909.8;603.9;595.4;14290.9;21.3
2017;abr-17;21/04/2017;Viernes habiles;5243.5;1784.9;1272.5;1810.2;831.6;1147.2;904.8;597.4;592.2;14184.4;20.7
2017;abr-17;22/04/2017;Sabado o Semilaborable;4768.1;1707.8;1126.8;1564.8;777.7;1084.2;861.3;554.5;558.9;13004.1;14.0
2017;abr-17;23/04/2017;Domingo o Feriado;4428.5;1491.8;1014.4;1349.6;723.3;1005.6;802.0;534.8;489.0;11839.0;17.2
2017;abr-17;24/04/2017;Lunes habiles;5183.3;1721.2;1240.5;1751.4;805.5;1128.3;901.6;597.1;707.5;14036.3;19.6
2017;abr-17;25/04/2017;Martes Habiles;5561.3;1772.9;1300.7;1828.6;831.0;1146.3;872.1;606.1;713.5;14632.6;15.4
2017;abr-17;26/04/2017;Miercoles habiles;5865.3;1824.8;1315.8;1838.3;839.4;1138.5;836.2;625.5;717.9;15001.8;13.6
2017;abr-17;27/04/2017;Jueves Habiles;5831.4;1801.4;1309.2;1861.6;829.5;1140.7;860.9;624.4;722.8;14981.8;16.4
2017;abr-17;28/04/2017;Viernes habiles;5503.2;1832.1;1272.1;1818.3;827.3;1160.7;873.3;562.7;716.0;14565.7;19.7
2017;abr-17;29/04/2017;Sabado o Semilaborable;4730.0;1699.2;1100.1;1567.5;776.6;1108.4;846.8;534.5;619.2;12982.4;19.4
2017;abr-17;30/04/2017;Domingo o Feriado;4261.8;1462.2;982.6;1347.7;714.6;986.5;781.9;503.2;736.5;11777.0;20.0
2017;may-17;01/05/2017;Domingo o Feriado;4165.0;1287.4;953.4;1283.5;693.0;926.0;766.5;490.4;721.4;11286.6;19.3
2017;may-17;02/05/2017;Martes Habiles;5132.4;1606.3;1226.3;1714.7;781.8;1100.1;900.3;547.4;740.2;13749.5;19.9
2017;may-17;03/05/2017;Miercoles habiles;5329.7;1744.3;1277.3;1842.8;807.5;1187.8;905.9;560.1;765.2;14420.5;20.6
2017;may-17;04/05/2017;Jueves Habiles;5334.1;1777.2;1293.2;1859.3;815.7;1186.1;914.3;608.7;612.8;14401.5;20.9
2017;may-17;05/05/2017;Viernes habiles;5360.0;1757.7;1284.0;1860.6;826.0;1192.2;927.2;620.6;622.1;14450.4;21.1
2017;may-17;06/05/2017;Sabado o Semilaborable;4706.1;1665.0;1139.3;1598.5;779.6;1139.4;900.1;594.6;613.5;13136.2;20.2
2017;may-17;07/05/2017;Domingo o Feriado;4374.0;1423.2;1023.8;1411.3;719.2;1058.2;849.0;563.1;597.8;12019.6;19.7
2017;may-17;08/05/2017;Lunes habiles;5349.9;1635.7;1172.3;1725.0;826.1;1172.0;970.0;613.1;617.0;14081.1;18.0
2017;may-17;09/05/2017;Martes Habiles;5565.9;1764.0;1271.6;1811.0;846.4;1170.9;927.6;635.8;612.9;14606.1;15.3
2017;may-17;10/05/2017;Miercoles habiles;5731.4;1796.9;1290.4;1829.2;864.9;1196.8;903.2;642.7;612.0;14867.5;13.6
2017;may-17;11/05/2017;Jueves Habiles;6091.2;1818.9;1322.3;1869.4;871.9;1188.9;904.9;646.5;621.4;15335.2;13.9
2017;may-17;12/05/2017;Viernes habiles;6060.3;1854.3;1322.6;1893.2;873.2;1191.5;965.4;638.8;629.2;15428.5;15.6
2017;may-17;13/05/2017;Sabado o Semilaborable;5151.2;1702.2;1161.8;1618.6;820.3;1136.9;874.5;604.9;618.8;13689.1;17.0
2017;may-17;14/05/2017;Domingo o Feriado;4770.9;1469.8;1044.1;1430.2;759.8;1059.1;750.4;566.5;603.3;12454.2;14.5
2017;may-17;15/05/2017;Lunes habiles;5594.3;1721.4;1270.0;1787.1;829.6;1167.2;873.3;606.0;662.1;14511.0;17.0
2017;may-17;16/05/2017;Martes Habiles;5831.5;1804.8;1326.7;1873.7;847.2;1209.2;880.0;606.7;704.5;15084.4;15.0
2017;may-17;17/05/2017;Miercoles habiles;5888.2;1822.2;1342.7;1874.6;859.2;1213.9;891.7;622.9;614.2;15129.7;15.1
2017;may-17;18/05/2017;Jueves Habiles;5968.1;1801.9;1336.1;1881.0;893.4;1207.8;908.5;627.1;651.2;15275.0;16.6
2017;may-17;19/05/2017;Viernes habiles;5900.8;1772.4;1372.1;1919.7;895.6;1223.4;887.7;625.3;738.6;15335.6;15.4
2017;may-17;20/05/2017;Sabado o Semilaborable;5910.1;1732.0;1248.2;1710.8;851.4;1171.6;863.8;590.1;647.2;14725.1;11.3
2017;may-17;21/05/2017;Domingo o Feriado;5484.5;1487.2;1073.5;1450.3;789.3;1066.4;806.0;554.8;610.6;13322.7;14.1
2017;may-17;22/05/2017;Lunes habiles;5934.3;1697.0;1321.9;1814.3;878.9;1205.4;878.8;614.0;629.1;14973.8;15.7
2017;may-17;23/05/2017;Martes Habiles;5782.5;1784.5;1334.0;1856.2;917.1;1226.6;902.9;629.7;656.3;15089.9;17.7
2017;may-17;24/05/2017;Miercoles habiles;5761.3;1780.4;1360.1;1877.0;938.2;1240.0;955.0;632.1;662.6;15206.8;16.6
2017;may-17;25/05/2017;Domingo o Feriado;5232.3;1572.1;1204.2;1551.2;872.4;1164.2;954.9;588.1;646.3;13785.8;15.5
2017;may-17;26/05/2017;Viernes habiles;5887.0;1742.3;1316.3;1849.5;918.1;1256.8;924.8;617.0;664.4;15176.2;14.6
2017;may-17;27/05/2017;Sabado o Semilaborable;5868.7;1732.7;1240.3;1710.0;903.5;1228.4;877.1;569.8;652.6;14783.2;11.4
2017;may-17;28/05/2017;Domingo o Feriado;5697.9;1503.5;1153.5;1520.0;846.3;1155.4;850.5;545.1;667.8;13940.2;12.0
2017;may-17;29/05/2017;Lunes habiles;6504.8;1770.9;1443.8;1905.3;935.8;1331.7;913.9;601.7;710.0;16117.9;13.1
2017;may-17;30/05/2017;Martes Habiles;6652.6;1846.6;1512.0;1999.0;940.7;1387.5;941.3;617.0;713.4;16610.1;11.7
2017;may-17;31/05/2017;Miercoles habiles;6843.8;1881.5;1470.8;2009.5;926.0;1373.8;967.3;619.0;715.3;16807.2;10.8
2017;jun-17;01/06/2017;Jueves Habiles;6875.9;1797.8;1463.2;2020.9;923.4;1343.5;980.3;606.3;680.5;16691.8;11.8
2017;jun-17;02/06/2017;Viernes habiles;6729.4;1844.0;1462.3;1999.5;931.3;1325.5;952.7;614.4;665.2;16524.3;11.4
2017;jun-17;03/06/2017;Sabado o Semilaborable;6101.6;1789.2;1274.4;1771.8;877.9;1217.4;935.9;586.1;655.2;15209.5;14.1
2017;jun-17;04/06/2017;Domingo o Feriado;5739.4;1556.4;1153.9;1551.0;847.1;1107.3;857.0;554.9;643.8;14010.8;12.9
2017;jun-17;05/06/2017;Lunes habiles;7048.3;1864.9;1483.7;1980.0;945.5;1290.0;917.2;611.5;681.0;16822.0;8.5
2017;jun-17;06/06/2017;Martes Habiles;7124.4;1926.4;1504.5;2061.5;970.9;1360.7;946.1;616.7;669.3;17180.5;10.5
2017;jun-17;07/06/2017;Miercoles habiles;7161.7;1901.9;1534.4;2142.9;988.3;1373.2;961.7;612.2;671.9;17348.2;11.6
2017;jun-17;08/06/2017;Jueves Habiles;7272.1;1948.9;1555.8;2142.2;996.0;1385.6;964.1;621.0;682.7;17568.4;11.4
2017;jun-17;09/06/2017;Viernes habiles;7254.2;1918.8;1518.5;2107.6;970.5;1368.9;1018.7;607.6;672.8;17437.5;10.5
2017;jun-17;10/06/2017;Sabado o Semilaborable;6102.4;1809.6;1252.7;1773.5;878.9;1276.1;986.9;569.7;693.4;15343.3;15.7
2017;jun-17;11/06/2017;Domingo o Feriado;5695.6;1596.2;1133.5;1537.2;823.7;1153.1;913.0;545.1;652.7;14050.1;14.2
2017;jun-17;12/06/2017;Lunes habiles;7132.7;1853.4;1446.6;1963.3;932.2;1280.3;938.8;613.6;676.3;16837.2;8.5
2017;jun-17;13/06/2017;Martes Habiles;6913.7;1833.1;1471.1;1998.9;957.3;1317.1;927.8;616.0;676.7;16711.9;14.0
2017;jun-17;14/06/2017;Miercoles habiles;6531.9;1795.7;1439.5;1977.3;975.4;1308.3;903.0;611.8;672.2;16215.2;14.2
2017;jun-17;15/06/2017;Jueves Habiles;6408.5;1815.0;1374.4;1956.0;959.4;1290.7;902.3;614.0;671.6;15991.8;15.8
2017;jun-17;16/06/2017;Viernes habiles;5790.3;1825.2;1325.9;1865.5;927.1;1241.1;904.4;611.1;673.1;15163.6;21.0
2017;jun-17;17/06/2017;Domingo o Feriado;4920.2;1523.1;1123.9;1497.8;835.2;1129.9;887.3;560.2;500.5;12978.1;17.8
2017;jun-17;18/06/2017;Domingo o Feriado;5848.5;1492.4;1122.6;1502.7;834.0;1120.6;802.9;549.2;542.6;13815.5;9.1
2017;jun-17;19/06/2017;Lunes habiles;7293.9;1834.2;1461.7;2009.3;971.9;1298.4;944.8;610.1;587.6;17011.8;7.7
2017;jun-17;20/06/2017;Domingo o Feriado;6803.0;1699.8;1443.0;1801.4;938.3;1347.6;968.0;586.1;595.1;16182.3;7.8
2017;jun-17;21/06/2017;Miercoles habiles;7378.3;1916.2;1562.0;2061.9;1010.9;1419.9;1006.8;625.2;641.2;17622.4;10.7
2017;jun-17;22/06/2017;Jueves Habiles;6649.6;1926.4;1476.2;1999.7;993.6;1376.6;901.5;622.5;679.9;16626.1;16.9
2017;jun-17;23/06/2017;Viernes habiles;5798.3;1857.0;1403.1;1856.8;956.8;1302.4;870.8;617.7;696.1;15359.0;20.6
2017;jun-17;24/06/2017;Sabado o Semilaborable;4929.3;1746.1;1208.3;1577.4;911.1;1201.1;833.7;590.5;700.4;13697.8;19.2
2017;jun-17;25/06/2017;Domingo o Feriado;4476.4;1485.0;1048.0;1359.6;839.2;1079.2;770.1;556.4;683.4;12297.3;20.8
2017;jun-17;26/06/2017;Lunes habiles;5257.4;1718.0;1305.4;1715.7;953.4;1209.2;861.3;610.6;700.6;14331.6;21.0
2017;jun-17;27/06/2017;Martes Habiles;5612.6;1802.5;1394.8;1827.8;992.5;1251.8;880.5;619.9;672.8;15055.3;17.1
2017;jun-17;28/06/2017;Miercoles habiles;6330.4;1858.1;1466.1;1929.2;993.1;1297.5;885.0;619.9;685.4;16064.7;12.6
2017;jun-17;29/06/2017;Jueves Habiles;6766.2;1915.5;1464.7;1954.2;979.5;1282.9;878.3;610.8;717.8;16569.8;10.0
2017;jun-17;30/06/2017;Viernes habiles;6820.1;1921.6;1431.6;1954.1;965.2;1277.8;879.7;601.4;736.3;16587.7;13.2
2017;jul-17;01/07/2017;Sabado o Semilaborable;5911.7;1788.0;1255.5;1726.7;902.7;1216.6;844.9;561.3;675.8;14883.1;12.3
2017;jul-17;02/07/2017;Domingo o Feriado;5444.2;1545.3;1125.7;1494.5;848.5;1130.9;804.7;538.0;634.2;13566.1;14.5
2017;jul-17;03/07/2017;Lunes habiles;6290.6;1770.1;1319.4;1865.3;936.4;1255.4;883.8;592.4;648.5;15561.8;14.9
2017;jul-17;04/07/2017;Martes Habiles;6189.8;1810.7;1369.6;1905.7;980.9;1257.0;890.4;613.4;660.2;15677.7;15.5
